日期,收盘
2020-09-22,
2020-09-23,0.003574386939789731
2020-09-24,-0.019186085251906126
2020-09-25,0.0015230973883813004
2020-09-28,0.002601739160878802
2020-09-29,0.002158488490607624
2020-09-30,-0.0009582298880614903
2020-10-09,0.020434232898809856
2020-10-12,0.030338763634499166
2020-10-13,0.0033256205475249434
2020-10-14,-0.006633327822780477
2020-10-15,-0.001739094256412499
2020-10-16,-0.001471219528459411
2020-10-19,-0.007552674636035928
2020-10-20,0.00798655869321574
2020-10-21,-0.00013351496932290097
2020-10-22,-0.0030983782024399664
2020-10-23,-0.01245086835859499
2020-10-26,-0.005775152644172166
2020-10-27,0.0017138325901040474
2020-10-28,0.008084217156670848
2020-10-29,0.007525431313815778
2020-10-30,-0.01625629593624034
2020-11-02,0.005430928177572181
2020-11-03,0.012016954645687417
2020-11-04,0.0075561583737304705
2020-11-05,0.014843175463161051
2020-11-06,0.0001248692455237954
2020-11-09,0.01957336892003636
2020-11-10,-0.005514569343651909
2020-11-11,-0.009887199528450519
2020-11-12,0.0007258048074374468
2020-11-13,-0.010514499456041104
2020-11-16,0.00974294038317014
2020-11-17,-0.0019126580032911011
2020-11-18,-0.0006374124324025621
2020-11-19,0.007424867172151739
2020-11-20,0.0031047140923581296
2020-11-23,0.012489657697606127
2020-11-24,-0.006141821327744212
2020-11-25,-0.012783733960022414
2020-11-26,0.0018103325391491953
2020-11-27,0.012435995682567036
2020-11-30,-0.004119844923576199
2020-12-01,0.02154125296104037
2020-12-02,7.89406169210416e-06
2020-12-03,-0.0019892878428462435
2020-12-04,0.001752006106314763
2020-12-07,-0.00862232328974799
2020-12-08,-0.0024610532352097314
2020-12-09,-0.013409502822422925
2020-12-10,-0.00044105448439102357
2020-12-11,-0.010300535166338887
2020-12-14,0.0092460983755418
2020-12-15,0.0020790947629507617
2020-12-16,0.0017734727305815934
2020-12-17,0.012840466140613183
2020-12-18,-0.003489799660387094
2020-12-21,0.009374056244337403
2020-12-22,-0.016261660761981656
2020-12-23,0.008530103106488163
2020-12-24,-0.0014179807953472734
2020-12-25,0.008397966408134394
2020-12-28,0.004442672664274783
2020-12-29,-0.004239388201192296
2020-12-30,0.01403348046972619
2020-12-31,0.019082036329787888
2021-01-04,0.010828412926549902
2021-01-05,0.019131616714631816
2021-01-06,0.009158982956132933
2021-01-07,0.017717948859934163
2021-01-08,-0.003306333723878452
2021-01-11,-0.009875478352012523
2021-01-12,0.02852149174073193
2021-01-13,-0.003284283506213903
2021-01-14,-0.019274036970439057
2021-01-15,-0.0022630638008503956
2021-01-18,0.011073491044469863
2021-01-19,-0.014677848408631289
2021-01-20,0.007155835748650086
2021-01-21,0.016167466762105898
2021-01-22,0.0008643352974049279
2021-01-25,0.010079392722872393
2021-01-26,-0.020076716341504985
2021-01-27,0.0027262981659612606
2021-01-28,-0.02729015918958022
2021-01-29,-0.0046827867602480255
2021-02-01,0.012274008026965655
2021-02-02,0.015401511725563699
2021-02-03,-0.0028885184572512435
2021-02-04,-0.002050973528768374
2021-02-05,0.0017281853140784786
2021-02-08,0.014799185178566043
2021-02-09,0.021868755121698724
2021-02-10,0.021362057595075923
2021-02-18,-0.006773742535797211
2021-02-19,0.0018133340729979963
2021-02-22,-0.03140941780703399
2021-02-23,-0.0031550757236039617
2021-02-24,-0.025467455960657248
2021-02-25,0.005883142653795748
2021-02-26,-0.024279832381398192
2021-03-01,0.015368875497492773
2021-03-02,-0.012761175024636473
2021-03-03,0.01917515790811697
2021-03-04,-0.03145513470684369
2021-03-05,-0.0033915893885481108
2021-03-08,-0.034730561678194105
2021-03-09,-0.021460545430923572
2021-03-10,0.0065600482800241
2021-03-11,0.02490401929806696
2021-03-12,0.003541189730549732
2021-03-15,-0.021537469055918912
2021-03-16,0.008702145152257756
2021-03-17,0.004232816732816724
2021-03-18,0.008020216198837193
2021-03-19,-0.026193314753479857
2021-03-22,0.0099978230868627
2021-03-23,-0.009471738034268262
2021-03-24,-0.01608224784149337
2021-03-25,-0.00047477118666405804
2021-03-26,0.022661808438295905
2021-03-29,0.001764592625233652
2021-03-30,0.009481105158038128
2021-03-31,-0.0091015618099487
2021-04-01,0.01236441141281519
2021-04-02,0.009935861062303708
2021-04-06,-0.00411116019188007
2021-04-07,-0.007120151585303769
2021-04-08,0.0016595672977073317
2021-04-09,-0.015036549750499284
2021-04-12,-0.017395051774060977
2021-04-13,-0.0016391288969732631
2021-04-14,0.008298175575548017
2021-04-15,-0.006356625567448315
2021-04-16,0.00347749127596253
2021-04-19,0.02433258560905971
2021-04-20,-0.0007175124139477962
2021-04-21,0.0030235847479131994
2021-04-22,-0.0018632054193781222
2021-04-23,0.00907994120929656
2021-04-26,-0.011334936568363041
2021-04-27,0.002615594299265167
2021-04-28,0.005641859770710855
2021-04-29,0.008776693415428971
2021-04-30,-0.007877354928284785
2021-05-06,-0.012173342780019025
2021-05-07,-0.012856838012139549
2021-05-10,-0.000726573993454882
2021-05-11,0.0061373041530961014
2021-05-12,0.004278268625101056
2021-05-13,-0.010224896175080045
2021-05-14,0.023557121312565377
2021-05-17,0.014558006022787895
2021-05-18,0.0005033760913715213
2021-05-19,-0.002955123756650413
2021-05-20,0.0027338093332327507
2021-05-21,-0.010076334111649543
2021-05-24,0.004175959019506736
2021-05-25,0.03159483201728608
2021-05-26,0.0003967298927514129
2021-05-27,0.0033154217859296953
2021-05-28,-0.003210802082338038
2021-05-31,0.0019695212822936625
2021-06-01,0.0018962519483005646
2021-06-02,-0.009680475056536575
2021-06-03,-0.006555802773928865
2021-06-04,0.005135777473745495
2021-06-07,-0.0008803016879074255
2021-06-08,-0.00862318881770796
2021-06-09,0.0008275804071771198
2021-06-10,0.00668773692100566
2021-06-11,-0.008872287995568717
2021-06-15,-0.01112791165042959
2021-06-16,-0.01665905360626807
2021-06-17,0.004212192131074044
2021-06-18,0.00011368336048023231
2021-06-21,-0.0023674808475110387
2021-06-22,0.006241172090939884
2021-06-23,0.004925656363721664
2021-06-24,0.001666864177767735
2021-06-25,0.016291793784680708
2021-06-28,0.002250012881753083
2021-06-29,-0.011657044495559599
2021-06-30,0.006454049097011083
2021-07-01,0.0010757957442897315
2021-07-02,-0.028403376127702384
2021-07-05,0.0009190887048524665
2021-07-06,-0.000528924709828682
2021-07-07,0.011290354311345396
2021-07-08,-0.010160509990292721
2021-07-09,-0.0036987103646434205
2021-07-12,0.012480668476202661
2021-07-13,0.001829442925861846
2021-07-14,-0.011477800898465729
2021-07-15,0.013452473697049827
2021-07-16,-0.011004647226223185
2021-07-19,0.003674356251606836
2021-07-20,-0.0008800251882764565
2021-07-21,0.006860455784802877
2021-07-22,0.0014988219376210754
2021-07-23,-0.012135682049788987
2021-07-26,-0.03221115964497567
2021-07-27,-0.035325766958357874
2021-07-28,0.0019299940437478291
2021-07-29,0.018861543373777545
2021-07-30,-0.008061406890750522
2021-08-02,0.025476131585456363
2021-08-03,0.00014593391625838947
2021-08-04,0.008995918499693945
2021-08-05,-0.006061640740331664
2021-08-06,-0.005478239607813795
2021-08-09,0.01300400685961356
2021-08-10,0.011551360328629023
2021-08-11,-0.005514410636209388
2021-08-12,-0.008372313741441206
2021-08-13,-0.005503332763630353
2021-08-16,-0.000992725405278616
2021-08-17,-0.020981285430078933
2021-08-18,0.011750113697440723
2021-08-19,-0.006558730262512524
2021-08-20,-0.019100642926777045
2021-08-23,0.01396649801751626
2021-08-24,0.01085841666873466
2021-08-25,0.0019986130402851465
2021-08-26,-0.019711483495843396
2021-08-27,0.005296140252956771
2021-08-30,-0.0028526799032118078
2021-08-31,-0.0015914336822993036
2021-09-01,0.013286554672559792
2021-09-02,-1.026807900672555e-05
2021-09-03,-0.005411333200531332
2021-09-06,0.018721634668990017
2021-09-07,0.011978766572147359
2021-09-08,-0.004145945285539465
2021-09-09,-0.00042637662329825243
2021-09-10,0.008754509548270617
2021-09-13,-0.00436020999218123
2021-09-14,-0.014924894724400284
2021-09-15,-0.010135932123420899
2021-09-16,-0.012249040539763167
2021-09-17,0.010033903945753542
2021-09-22,-0.007036742628615533
2021-09-23,0.006518353218838646
2021-09-24,-0.0007768070551388284
2021-09-27,0.005761501867229679
2021-09-28,0.0013244843019906138
2021-09-29,-0.01021739085922313
2021-09-30,0.006712964399567145
2021-10-08,0.013061043321729748
2021-10-11,0.0012677639078770842
2021-10-12,-0.01060534541822733
2021-10-13,0.011521671471628858
2021-10-14,-0.005364253022705934
2021-10-15,0.0037650525784505007
2021-10-18,-0.011623828341217002
2021-10-19,0.009834289957700859
2021-10-20,-0.0025473721844834207
2021-10-21,0.003633268026834058
2021-10-22,0.006434632976326959
2021-10-25,0.003990136559853141
2021-10-26,-0.003297506586980248
2021-10-27,-0.013084564082932126
2021-10-28,-0.006945465235925208
2021-10-29,0.009175311565867705
2021-11-01,-0.003683203735355467
2021-11-02,-0.01039526120036216
2021-11-03,-0.0038720208270919265
2021-11-04,0.009879467591488389
2021-11-05,-0.005420293546174015
2021-11-08,0.0012039608867595586
2021-11-09,-0.0002970186750492765
2021-11-10,-0.0052715846115121145
2021-11-11,0.016066572775601085
2021-11-12,-0.0020985373521276163
2021-11-15,-0.0012253573276981289
2021-11-16,0.00019252905345346072
2021-11-17,0.00049761228017009
2021-11-18,-0.009851097579696044
2021-11-19,0.01084004117727333
2021-11-22,0.0045684511028492025
2021-11-23,0.00019338816057334896
2021-11-24,0.0006736747840068169
2021-11-25,-0.00411254794921756
2021-11-26,-0.007415591736036675
2021-11-29,-0.001792133132241358
2021-11-30,-0.003996767956598313
2021-12-01,0.0024461768656238725
2021-12-02,0.002541366887909291
2021-12-03,0.0092377516391553
2021-12-06,-0.0017139289372417599
2021-12-07,0.006025401523110485
2021-12-08,0.014999695252026601
2021-12-09,0.016565484304223554
2021-12-10,-0.00464096056266472
2021-12-13,0.005673455823007156
2021-12-14,-0.006707580943388858
2021-12-15,-0.008673782600946645
2021-12-16,0.005759204139115903
2021-12-17,-0.015883672014189276
2021-12-20,-0.015003753965883382
2021-12-21,0.00677605615910104
2021-12-22,0.0001953804729428743
2021-12-23,0.0069773830235326795
2021-12-24,-0.0055367628931808355
2021-12-27,-0.00041045731447131306
2021-12-28,0.007448183895335303
2021-12-29,-0.01462481537381266
2021-12-30,0.007787479420413357
2021-12-31,0.003832157203784936
2022-01-04,-0.004574556156724974
2022-01-05,-0.010096039465042228
2022-01-06,-0.010248309408971035
2022-01-07,0.000859236690652132
2022-01-10,0.004495714762658309
2022-01-11,-0.009553988914234979
2022-01-12,0.009965046261075416
2022-01-13,-0.016439724449911042
2022-01-14,-0.008222966394736075
